ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
313	313	be or do for a long time	durer, ê. ou faire pendant longtemps	long time	71.0.9.0.1.0	3653.0	21	1990	BECOME	4
#>>>										
314	314	take a bath or shower, bathe	se laver (bain ou douche)	bathe	158.0.1.0.1.0	7534.0	21	138	BATHE	4
315	315	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	youg emballé en tissu autour du cou de l'âne, attaché par une corde aux deux perches de la charrette	yoke	3.0.2.0.5.0	100.0	21		???	
316	316	look at	regarder (qch)	look	119.0.2.0.1.0	5969.0	21	1819	LOOK	2
#<<<										
317	317	cause (sb) to sit, have (sb) sit, seat (sb)	faire asseoir (qn)	sit, seat (verb)	12.0.1.0.8.0	697.0	21	1476	CHAIR	4
317	317	cause (sb) to sit, have (sb) sit, seat (sb)	faire asseoir (qn)	sit, seat (verb)	12.0.1.0.8.0	697.0	21	2878	SEAT (SOMEBODY)	4
#>>>										
318	318	get dressed	s'habiller	dress	16.0.21.0.1.0	1218.0	21	814	DRESS UP	2
319	319	one	un	1.0	109.0.1.0.1.0	5374.0	21	1493	ONE	2
320	320	knife	couteau	knife	145.0.1.0.1.0	6991.0	21	1352	KNIFE	2
#<<<										
321	321	intestines (big and small)	intestin (gros et grêle)	intestine	10.0.7.0.10.0	368.0	21	1334	GUTS	4
321	321	intestines (big and small)	intestin (gros et grêle)	intestine	10.0.7.0.10.0	368.0	21	1991	INTESTINES	4
#>>>										
#<<<										
322	322	throat (interior)	gorge (intérieure)	throat	10.0.23.0.2.0	528.0	21	1333	NECK	4
322	322	throat (interior)	gorge (intérieure)	throat	10.0.23.0.2.0	528.0	21	1346	THROAT	4
#>>>										
323	323	cemetery	cimetière	cemetery	9.0.7.0.1.0	261.0	21		???	
324	324	card (ginned cotton, with a comb-like metal implement) to get fibers pointing in the same direction	carder (coton égrené) pour diriger les fibres dans le même sens	card (cotton)	17.0.4.0.1.0	1263.0	21	2619	CARD	4
325	325	year	année	year	71.0.3.0.1.0	3620.0	21	1226	YEAR	2
326	326	rainy season, wet season (June-September)	hivernage, saison pluvieuse (juin-septembre)	rainy season, wet season	75.0.1.0.1.0	3773.0	21	453	RAINY SEASON	4
#<<<										
327	327	village, town, settlement	village, ville	village	52.0.1.0.1.0	2725.0	21	930	VILLAGE	4
327	327	village, town, settlement	village, ville	village	52.0.1.0.1.0	2725.0	21	1391	TOWN	4
#>>>										
328	328	male	mâle, de sexe masculin	male	6.0.10.0.1.0	174.0	21	1553	MALE	2
#<<<										
329	329	pig	cochon	pig	1.0.12.0.1.0	49.0	21	1337	PIG	2
329	329	pig	cochon	pig	1.0.12.0.1.0	49.0	21	2564	PIGLET	2
#>>>										
330	330	greet (sb)	saluer (qn)	greet	105.0.1.0.2.0	5302.0	21		???	
331	331	I am hungry	j'ai faim	hunger, hungry	25.0.8.0.2.0	1581.0	21		???	
332	332	cough, emit a cough	tousser, émettre une toux	cough	11.0.1.0.1.0	546.0	21	879	COUGH	4
333	333	say	dire	say	102.0.2.0.4.0	5111.0	21	1458	SAY	2
#<<<										
334	334	daytime (not night)	journée (non la nuit)	daytime	73.0.2.0.1.0	3707.0	21	1225	DAY (NOT NIGHT)	4
334	334	daytime (not night)	journée (non la nuit)	daytime	73.0.2.0.1.0	3707.0	21	2140	DAY OR SUN	4
#>>>										
335	335	dance (noun)	danse	dance	92.0.7.0.2.0	4522.0	21	1879	DANCE	4
#<<<										
336	336	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21	1292	BAD	4
336	336	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21	376	FRAGRANT	4
336	336	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21	42	STINKING	4
336	336	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21	45	EVIL	4
#>>>										
#<<<										
337	337	first (adj)	premier	first	110.0.1.0.1.0	5415.0	21	728	FIRST	4
337	337	first (adj)	premier	first	110.0.1.0.1.0	5415.0	21	2915	AT FIRST	4
#>>>										
#<<<										
338	338	lay (egg)	pondre (œuf)	lay egg	5.0.4.0.1.0	143.0	21	998	PUT	4
338	338	lay (egg)	pondre (œuf)	lay egg	5.0.4.0.1.0	143.0	21	2071	LAY (VERB)	4
#>>>										
339	339	country, land	pays, terre	country, land	57.0.1.0.1.0	2952.0	21	1300	COUNTRY	2
340	340	froth, foam (on tea)	écume, mousse (sur le thé)	froth, foam	47.0.5.0.1.0	2574.0	21	1768	FOAM	4
341	341	tail (of scorpion)	queue (de scorpion)	tail	13.0.3.0.2.0	761.0	21	1220	TAIL	4
342	342	put a lid on, cover (e.g. jar) with its lid	couvrir (jarre etc.) avec son couvercle	cover	128.0.3.0.2.0	6444.0	21		???	
343	343	fear (noun)	peur	fear	117.0.10.0.2.0	5815.0	21	781	FEAR (FRIGHT)	3
344	344	only	seulement	only	177.0.7.0.1.0	8219.0	21	1580	ONLY	2
345	345	open (a door)	ouvrir (porte)	open (door)	68.0.1.0.1.0	3412.0	21	1156	OPEN	4
#<<<										
346	346	become (sth)	devenir (qch)	become	64.0.1.0.1.0	3262.0	21	1990	BECOME	4
346	346	become (sth)	devenir (qch)	become	64.0.1.0.1.0	3262.0	21	294	TUMPLINE	4
#>>>										
#<<<										
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	948	WATER	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	1401	DRINK	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	1286	HOT	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	1487	POUR	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	2272	HOT OR WARM	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	544	SPICY	4
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	2798	RIVER OR WATER	4
#>>>										
348	348	house	maison	house	54.0.1.0.1.0	2762.0	21	1252	HOUSE	2
349	349	mother's brother	frère de la mère	uncle	78.0.3.0.4.0	3848.0	21	1984	MOTHER'S BROTHER	2
#<<<										
350	350	sleep (verb only)	dormir (verbe seulement)	sleep	142.0.1.0.3.0	6922.0	21	1585	SLEEP	3
350	350	sleep (verb only)	dormir (verbe seulement)	sleep	142.0.1.0.3.0	6922.0	21	2116	REST OR SLEEP	3
#>>>										
351	351	fun, game, festivity, song and dance	jeu, amusement, divertissement, danse et chanson	game, fun, dance	92.0.1.0.2.0	4499.0	21	2467	GAME	4
352	352	bring	apporter, amener	bring	147.0.1.0.1.0	7243.0	21	692	BRING	2
#<<<										
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	1052	LIGHT (WEIGHT)	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	630	LIGHT (RADIATION)	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	679	BRIGHT	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	737	LIGHT (IGNITE)	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	250	LIGHT (COLOR)	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	2181	LIGHT (IN TASTE)	4
353	353	ignite, light (fire) (verb only)	allumer (feu) (verbe seulement)	ignite, light (fire)	35.0.7.0.2.0	2038.0	21	2201	LIGHT (SMELL OR TASTE)	4
#>>>										
354	354	blink (one's eyes)	cligner, clignoter (l'œil)	blink	11.0.5.0.1.0	583.0	21	1655	BLINK	4
355	355	herder, shepherd	berger	herder, shepherd	2.0.1.0.1.0	50.0	21	2544	SHEPHERD	4
356	356	fodder (grass or greens, for livestock)	fourrage (de l'herbe ou autre végétation, pour le bétail)	fodder	15.0.7.0.15.0	914.0	21		???	
357	357	bladder	vessie	bladder	10.0.7.0.9.0	367.0	21	1746	BLADDER	2
358	358	Fulbe person	(un) peul	fulbe	81.0.11.0.1.0	4083.0	21		???	
#<<<										
359	359	pound (grain, in mortar, with some water) to make a dough for cream of millet	piler (mil, dans un mortier, avec de l'eau) afin de faire une pâte pour la crème de mil	pound	30.0.7.0.2.0	1845.0	21	224	MORTAR CRUSHER	4
359	359	pound (grain, in mortar, with some water) to make a dough for cream of millet	piler (mil, dans un mortier, avec de l'eau) afin de faire une pâte pour la crème de mil	pound	30.0.7.0.2.0	1845.0	21	1665	BEAT	4
359	359	pound (grain, in mortar, with some water) to make a dough for cream of millet	piler (mil, dans un mortier, avec de l'eau) afin de faire une pâte pour la crème de mil	pound	30.0.7.0.2.0	1845.0	21	354	POUND	4
359	359	pound (grain, in mortar, with some water) to make a dough for cream of millet	piler (mil, dans un mortier, avec de l'eau) afin de faire une pâte pour la crème de mil	pound	30.0.7.0.2.0	1845.0	21	1731	MORTAR BINDER	4
#>>>										
360	360	heel	talon	heel	10.0.12.0.8.0	418.0	21	980	HEEL	2
361	361	the bush, outback (away from settlements)	la brousse (hors des villages)	outback, bush	52.0.3.0.1.0	2733.0	21	1683	BUSH	3
362	362	first round of intense weeding work in the fields	première culture, première période de désherbage aux champs	weed (verb)	37.0.19.0.1.0	2287.0	21		???	
363	363	tomorrow	demain	tomorrow	72.0.5.0.1.0	3683.0	21	1329	TOMORROW	2
364	364	gird oneself with, tie around one's body (woman's wrap)	vêtir, attacher autour du corps (pagne de femme)	wear, gird	16.0.8.0.2.0	1077.0	21		???	
365	365	bury (sb)	enterrer (qn)	bury	9.0.4.0.1.0	256.0	21	1719	BURY	4
366	366	shroud (in white cotton cloth, for wrapping a corpse)	linceul (en tissue blanc de coton, à emballer un cadavre)	shroud	9.0.5.0.1.0	259.0	21		???	
#<<<										
367	367	divide, share (sth)	diviser, partager (qch)	divide, share	99.0.2.0.1.0	5019.0	21	1119	DIVIDE	4
367	367	divide, share (sth)	diviser, partager (qch)	divide, share	99.0.2.0.1.0	5019.0	21	884	SHARE	4
#>>>										
368	368	cowry shells (used as ornament, tossed by fortune-tellers, and formerly used as currency)	cauris (utilisés comme ornement, jetés par les devins, et utilisés jadis comme devise)	cowry	13.0.10.0.3.0	788.0	21		???	
369	369	fist	poing	fist	10.0.11.0.6.0	404.0	21	1473	FIST	2
370	370	west	ouest	west	61.0.1.0.2.0	3143.0	21	1817	WEST	2
371	371	couscous steamer (earthenware pot with holes)	couscoussière (marmite en terra cuite à gros trous)	steamer	41.0.3.0.1.0	2441.0	21		???	
372	372	husband	mari	husband	78.0.14.0.1.0	3912.0	21	1200	HUSBAND	2
373	373	bell (e.g. for cow)	cloche (de vache etc.)	bell	93.0.9.0.1.0	4571.0	21	2246	BELL	4
374	374	life	vie	life	9.0.18.0.4.0	302.0	21	210	LIFE	2
375	375	which?	quel?	which?	104.0.5.0.1.0	5291.0	21	727	WHICH	2
376	376	granary	grenier	granary	55.0.1.0.1.0	2913.0	21		???	
377	377	green	vert	green	160.0.5.0.1.0	7599.0	21	1425	GREEN	2
378	378	enter, go inside (sth)	entrer dans (qch)	enter, go in	146.0.8.0.1.0	7064.0	21	749	ENTER	4
379	379	slave	esclave	slave	85.0.5.0.1.0	4183.0	21	812	SLAVE	2
380	380	star	étoile	star	59.0.3.0.1.0	3063.0	21	1430	STAR	2
381	381	gum, resin (of any tree)	gomme, résine (de tout arbre)	gum, resin	15.0.5.0.2.0	893.0	21	664	RESIN	4
382	382	mud brick	brique de banco	brick	54.0.5.0.1.0	2787.0	21		???	
383	383	half	moitié	half	111.0.13.0.1.0	5501.0	21	816	HALF	2
384	384	lay out (e.g. mat)	étaler (natte etc.)	lay out	151.0.2.0.1.0	7397.0	21		???	
385	385	yellow flour from fruit of néré tree	farine des fruits de l'arbre néré	néré flour	26.0.10.0.4.0	1665.0	21		???	
#<<<										
386	386	give a drink to (sb), have (sb, animals) drink	faire boire (qn), faire abreuver (bétail)	give drink	21.0.1.0.2.0	1437.0	21	773	HAVE	4
386	386	give a drink to (sb), have (sb, animals) drink	faire boire (qn), faire abreuver (bétail)	give drink	21.0.1.0.2.0	1437.0	21	1785	HAVE SEX	4
#>>>										
387	387	weaver	tisserand	weaver	17.0.8.0.1.0	1273.0	21		???	
#<<<										
388	388	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21	1035	GOOD	4
388	388	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21	1593	DEEP	4
388	388	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21	1364	HEALTHY	4
388	388	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21	954	WELL	4
388	388	deep (hole, well)	(puits, trou) profond	deep	69.0.9.0.1.0	3537.0	21	2144	SPRING OR WELL	4
#>>>										
389	389	dance (verb only)	danser	dance	92.0.7.0.3.0	4523.0	21	1879	DANCE	3
390	390	my father	mon père	father	78.0.1.0.1.0	3833.0	21		???	
391	391	small, little	petit	small, little	69.0.3.0.1.0	3476.0	21	1246	SMALL	2
392	392	seven	sept	7.0	109.0.2.0.6.0	5384.0	21	1704	SEVEN	2
393	393	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	blacksmith	82.0.1.0.1.0	4097.0	21	1001	BLACKSMITH	4
#<<<										
394	394	fry (cassava, fritters) in oil	frire (manioc, beignets) dans l'huile	fry	32.0.6.0.1.0	1938.0	21	2146	ROAST OR FRY	4
394	394	fry (cassava, fritters) in oil	frire (manioc, beignets) dans l'huile	fry	32.0.6.0.1.0	1938.0	21	991	FRY	4
#>>>										
395	395	short	court	short	69.0.8.0.1.0	3520.0	21	1645	SHORT	2
#<<<										
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	1408	HEAR	4
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	1363	VOICE	4
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	1811	SOUND OR NOISE	4
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	2126	EAR OR HEAR	4
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	2879	SOUND (OF INSTRUMENT OR VOICE)	4
#>>>										
397	397	tomtom (general word)	tam-tam (mot général)	tomtom	93.0.1.0.1.0	4533.0	21		???	
398	398	begin, start (sth)	commencer (qch)	begin, start	77.0.1.0.2.0	3806.0	21	1806	BEGIN	4
399	399	sweet, sugary (taste)	(goût) doux, sucré	sweet	124.0.2.0.1.0	6264.0	21	717	SWEET	4
400	400	thread (any kind)	fil (pour tissu, de toutes sortes)	thread	17.0.2.0.1.0	1251.0	21	1161	THREAD	4
#<<<										
401	401	time, moment in time	temps, moment	time, moment	71.0.15.0.1.0	3670.0	21	1238	WHEN	4
401	401	time, moment in time	temps, moment	time, moment	71.0.15.0.1.0	3670.0	21	892	TIME	4
#>>>										
402	402	rope, cord	corde	rope	125.0.8.0.1.0	6360.0	21	1218	ROPE	2
403	403	go down	descendre	go down	61.0.7.0.2.0	3177.0	21	2014	GO DOWN (DESCEND)	2
404	404	braiding lady, (female) hairdresser	tresseuse	hairdresser, braid	19.0.1.0.4.0	1320.0	21		???	
#<<<										
405	405	go up, rise	monter	go up, rise	61.0.6.0.5.0	3165.0	21	705	GO UP (ASCEND)	4
405	405	go up, rise	monter	go up, rise	61.0.6.0.5.0	3165.0	21	568	RISE (MOVE UPWARDS)	4
405	405	go up, rise	monter	go up, rise	61.0.6.0.5.0	3165.0	21	1512	RISE (ONESELF)	4
#>>>										
406	406	sing (verb only)	chanter (verbe seulement)	sing	92.0.8.0.2.0	4528.0	21	1261	SING	3
407	407	eight	huit	8.0	109.0.2.0.7.0	5385.0	21	1705	EIGHT	2
408	408	rifle	fusil	rifle	95.0.10.0.1.0	4679.0	21		???	
409	409	get up, arise	se lever	get up, arise	61.0.6.0.1.0	3161.0	21	1602	WAKE UP	4
410	410	roll on a turban (on one's head)	enrouler un turban (sur la tête)	wear, roll	16.0.17.0.2.0	1192.0	21		???	
#<<<										
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	202	STRENGTH	4
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	2526	POWER	4
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	1637	AUTHORITY	4
#>>>										
412	412	ten	dix	10.0	109.0.3.0.1.0	5387.0	21	1515	TEN	2
#<<<										
413	413	yawn (noun)	bâillement	yawn	11.0.7.0.3.0	598.0	21	1028	YAWN	4
413	413	yawn (noun)	bâillement	yawn	11.0.7.0.3.0	598.0	21	1322	BREAKFAST	4
#>>>										
414	414	second and final round of intense weeding work in fields	deuxième culture, deuxième et dernière période de désherbage aux champs	weed (verb)	37.0.19.0.3.0	2289.0	21		???	
415	415	reticulum (small second stomach of cud-chewing animal connected to paunch, netlike, difficult to clean)	réticulum (petit deuxième estomac d'animal ruminant avec des filets, difficile à nettoyer)	reticulum	13.0.14.0.2.0	815.0	21		???	
#<<<										
416	416	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21	1585	SLEEP	4
416	416	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21	2116	REST OR SLEEP	4
416	416	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21	1106	FALL ASLEEP	4
416	416	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21	2972	SLEEP (STATE)	4
#>>>										
#<<<										
417	417	(individuals) come together, assemble, gather	(individus) se rassembler, se réunir	assemble, gather	80.0.3.0.1.0	4010.0	21	1831	MEET	4
417	417	(individuals) come together, assemble, gather	(individus) se rassembler, se réunir	assemble, gather	80.0.3.0.1.0	4010.0	21	7	GATHER	4
#>>>										
418	418	udder	pis	udder	13.0.1.0.2.0	747.0	21	154	UDDER	2
419	419	brain (tissue)	cervelle	brain	10.0.2.0.8.0	316.0	21	1583	BRAIN	4
420	420	pancake-like rice or millet cake	galette de riz ou de mil	pancake, cake	26.0.7.0.8.0	1652.0	21		???	
421	421	sky	ciel	sky	60.0.8.0.1.0	3133.0	21	1732	SKY	2
422	422	finely sewn animal-hide shoulder bag with strap (e.g. for healers)	gibecière cousue en peau (pour les guérisseurs etc.)	shoulderbag	43.0.1.0.2.0	2469.0	21		???	
423	423	wool fabric (for boubous)	tissu en laine (pour les boubous)	wool	16.0.6.0.1.0	1071.0	21		???	
424	424	my friend	mon ami	friend	79.0.2.0.1.0	3982.0	21		???	
#<<<										
425	425	disease, sickness, illness (general term)	maladie (mot général)	disease, sickness, illness	98.0.1.0.1.0	4819.0	21	1847	SICK	4
425	425	disease, sickness, illness (general term)	maladie (mot général)	disease, sickness, illness	98.0.1.0.1.0	4819.0	21	1986	DISEASE	4
#>>>										
426	426	earring	boucle d'oreille	earring	20.0.13.0.1.0	1404.0	21	770	EARRING	2
427	427	four	quatre	4.0	109.0.2.0.3.0	5381.0	21	1500	FOUR	2
428	428	inquiry, question (noun)	interrogation, question	question	102.0.6.0.2.0	5131.0	21		???	
429	429	do, make	faire	do, make	152.0.1.0.1.0	7419.0	21	2575	DO OR MAKE	2
430	430	dance (=perform) a dance	danser une danse	dance	92.0.7.0.1.0	4521.0	21		???	
431	431	cultivated sesame (Sesamum indicum)	sésame cultivé (Sesamum indicum)	sesame	36.0.7.0.1.0	2148.0	21		???	
#<<<										
432	432	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21	1419	FEAR (BE AFRAID)	4
432	432	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21	781	FEAR (FRIGHT)	4
432	432	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21	2109	FEAR OR FRIGHTEN	4
#>>>										
433	433	mat	natte	mat	56.0.1.0.1.0	2938.0	21	195	MAT	2
434	434	patch up (garment)	rapiécer (vêtement)	patch	16.0.24.0.3.0	1234.0	21		???	
435	435	pull (sth)	tirer (qch)	pull	131.0.2.0.1.0	6546.0	21	1455	PULL	4
#<<<										
436	436	long (e.g. rope)	(corde etc.) long	long	69.0.6.0.1.0	3500.0	21	1203	LONG	4
436	436	long (e.g. rope)	(corde etc.) long	long	69.0.6.0.1.0	3500.0	21	418	FOR A LONG TIME	4
436	436	long (e.g. rope)	(corde etc.) long	long	69.0.6.0.1.0	3500.0	21	2143	LONG OR TALL	4
#>>>										
#<<<										
437	437	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21	700	CARRY	4
437	437	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21	1123	PREGNANT	4
437	437	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21	465	CARRY ON BACK	4
437	437	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21	413	CARRY ON SHOULDER	4
437	437	carry (sth, on one's head)	porter (qch, à la tête)	carry on head	148.0.1.0.1.0	7258.0	21	412	CARRY IN HAND	4
#>>>										
438	438	I am thirsty	j'ai soif	be thirsty	21.0.4.0.3.0	1444.0	21		???	
439	439	God, Allah	Dieu, Allah	god	87.0.12.0.1.0	4327.0	21	1944	GOD	4
440	440	female	femelle	female	6.0.9.0.1.0	172.0	21	1551	FEMALE	2
441	441	gravel	gravier	gravel	48.0.3.0.1.0	2624.0	21		???	
#<<<										
442	442	war, combat	guerre, combat	war	94.0.2.0.1.0	4587.0	21	935	WAR	4
442	442	war, combat	guerre, combat	war	94.0.2.0.1.0	4587.0	21	579	BATTLE	4
#>>>										
443	443	mango	mangue	mango	36.0.1.0.5.0	2063.0	21	2398	MANGO	2
444	444	gallbladder (containing bile)	vésicule biliaire	gallbladder, bile	10.0.7.0.8.0	366.0	21		???	
445	445	shard from broken earthenware waterjar	morceau cassé (tesson) de canari	shard	39.0.6.0.1.0	2423.0	21		???	
446	446	east	est	east	61.0.1.0.1.0	3142.0	21	1877	EAST	2
447	447	totem, totemic animal (associated with a clan)	totem (associé à une fraction)	totem	89.0.3.0.3.0	4418.0	21		???	
#<<<										
448	448	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	83.0.2.0.1.0	4120.0	21	1782	GUEST	4
448	448	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	83.0.2.0.1.0	4120.0	21	791	STRANGER	4
#>>>										
#<<<										
449	449	grass, herbs	herbe, plantes herbacées	grass	2.0.4.0.1.0	62.0	21	606	GRASS	4
449	449	grass, herbs	herbe, plantes herbacées	grass	2.0.4.0.1.0	62.0	21	2542	HERB	4
#>>>										
450	450	have fun (verb only)	s'amuser (verbe seulement)	fun, play, dance	92.0.1.0.3.0	4500.0	21		???	
451	451	rain fall	pleuvoir, pluie tomber	rain fall	60.0.1.0.2.0	3093.0	21		???	
452	452	today	aujourd'hui	today	72.0.2.0.1.0	3679.0	21	1283	TODAY	2
#<<<										
453	453	one (in counting)	un (en comptant)	1.0	109.0.1.0.2.0	5375.0	21	1493	ONE	4
453	453	one (in counting)	un (en comptant)	1.0	109.0.1.0.2.0	5375.0	21	1303	FINGER	4
#>>>										
454	454	feed, nourish, give meals to	nourrir, donner à manger à	feed	25.0.4.0.1.0	1564.0	21	739	FEED	4
455	455	nine	neuf (numéro)	9.0	109.0.2.0.8.0	5386.0	21	1483	NINE	2
456	456	my mother	ma mère	mother	78.0.2.0.1.0	3840.0	21		???	
457	457	father (as in 'I do not have a father')	père (par ex., dans 'je j'ai pas de père')	father	78.0.1.0.4.0	3836.0	21	1217	FATHER	4
458	458	"black spice for cream of millet (Xylopia aethiopica, ""Negro pepper"" or ""grains of Selim"")"	épice noire pour la crème de mil (Xylopia aethiopica)	spice	33.0.2.0.1.0	1952.0	21		???	
459	459	song	chanson	song	92.0.8.0.3.0	4529.0	21	1096	SONG	2
460	460	mother	mère	mother	78.0.2.0.3.0	3842.0	21	1216	MOTHER	2
461	461	Fulbe-type basket-holder (ropes suspended from ceiling, keep baskets off the ground)	porte-paniers de type peul (suspendu du plafond afin de tenir les paniers au-dessus du sol)	hanger, holder	44.0.2.0.1.0	2504.0	21		???	
462	462	soumbala (black spice made from fruits of néré tree)	soumbala (épice noire à base de fruits de l'arbre néré)	soumbala	33.0.3.0.3.0	1956.0	21		???	
#<<<										
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	1228	EARTH (SOIL)	4
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	212	FIELD	4
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	2159	GROUND	4
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	626	LAND	4
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	2158	EARTH (WET SUBSTANCE)	4
#>>>										
464	464	carve (wood)	tailler (bois)	carve	137.0.2.0.2.0	6755.0	21	228	CARVE	4
#<<<										
465	465	(infant) suckle, nurse	(enfant) téter	suckle, nurse	23.0.8.0.1.0	1523.0	21	1104	NURSE	4
465	465	(infant) suckle, nurse	(enfant) téter	suckle, nurse	23.0.8.0.1.0	1523.0	21	2472	SUCKLE (BREASTFEED, NURSE)	4
#>>>										
466	466	last year	l'année passée	last year	72.0.8.0.1.0	3694.0	21	514	LAST YEAR	2
467	467	(not) yet	(pas) encore	yet	71.0.11.0.2.0	3661.0	21	2577	YET	2
468	468	liquid soda-ash boiling and filtering pot set consisting of two earthenware pots, one of which has holes on bottom and sits on the other	ensemble à bouillir et à filtrer la potasse liquide comprenant deux marmites en terre cuite dont l'une a des trous en bas et s'assoit sur l'autre	soda ash	41.0.4.0.1.0	2444.0	21		???	
469	469	rain (noun)	pluie	rain	60.0.1.0.1.0	3092.0	21	658	RAIN (PRECIPITATION)	1
#<<<										
470	470	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21	906	TREE	4
470	470	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21	1432	CUT	4
470	470	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21	2141	TREE OR WOOD	4
470	470	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21	2721	TREE (CLASSIFIER)	4
#>>>										
471	471	dust	poussière	dust	48.0.8.0.1.0	2648.0	21	2	DUST	2
472	472	snore, do snoring	ronfler, faire un ronflement	snore	11.0.17.0.1.0	653.0	20	1983	SNORE	4
#<<<										
