# Wordlist

# DATA
ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	SEMANTIC_REFERENCE	SEMANTIC_FIELD_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
3874	belly	ventre	Ampari_Nando	Ampari (Nando, KP)	kwé: (kwé: gè)	kwé:	k w eː ⁵	belly	ventre	body.torso	corps.torse	318.0	10.0.4.0.1.0	1251	BELLY	1 6 7 8	ACXT	KWE6	1	1.K.C 1.W.C 1.E.V 1.6.T	1.6 1.2 3.0 1.0	kweː⁵	0	414	k w eː ⁵
3875	belly	ventre	Bunoge_Boudou	Bunoge (Boudou)	dólè	dólè	d o ⁵ l e ¹	belly	ventre	body.torso	corps.torse	318.0	10.0.4.0.1.0	1251	BELLY	1 7 8 5 7 8	AXTBYT	TU6LE6	4	4.T.C 4.U.V 4.6.T 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	do⁵le¹	0	417	d o ⁵ l e ¹
3876	belly	ventre	Penange_Pinia	Penange (Pinia)	jàŋgà	jàŋgà	j a ¹ ŋ ɡ a ¹	belly	ventre	body.torso	corps.torse	318.0	10.0.4.0.1.0	1251	BELLY	6 7 8 4 1 7 8	AXTMBYT	JA6NKA6	14	14.J.C 14.A.V 14.6.T 14.N.c 14.K.C 14.A.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ja¹ŋɡa¹	0	426	j a ¹ ŋ ɡ a ¹
#
40639	beside, at the side of (sth)	à côté de (qch)	Toro_Tegu	Toro Tegu (Toupere, JH)	[X zɛ̀là] kù	kù	k u ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	1 7 8	AXT	KY6	22	22.K.C 22.Y.V 22.6.T	1.6 3.0 1.0	ku¹	0	434	k u ¹
40640	beside, at the side of (sth)	à côté de (qch)	Ben_Tey	Ben Tey (Beni, JH)	[X cé:rì:] wò, [X dósù] wò	wò	w o ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	6 7 8	AXT	WU6	3	3.W.C 3.U.V 3.6.T	1.6 3.0 1.0	wo¹	0	428	w o ¹
40642	beside, at the side of (sth)	à côté de (qch)	Nanga	Nanga (Anda, JH)	[X dósî] gò, [X kérî] gò	gò	ɡ o ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	1 7 8	AXT	KU6	13	13.K.C 13.U.V 13.6.T	1.6 3.0 1.0	ɡo¹	0	434	ɡ o ¹
40643	beside, at the side of (sth)	à côté de (qch)	Donno_So	Donno So	[X bòmbùrù] dà:	dà:	d aː ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	1 7 8	AXT	TA6	7	7.T.C 7.A.V 7.6.T	1.6 3.0 1.0	daː¹	0	431	d aː ¹
40646	beside, at the side of (sth)	à côté de (qch)	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	X bɛ́:-gɛ̀rɛ̀	X_bɛ́:-gɛ̀rɛ̀	_ b ɛː ⁵ + ɡ ɛ ¹ r ɛ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	9 1 7 8 9 1 7 8 5 7 8	_AXT_AXTBYT	_PE6_KE6RE6	18	18._._ 18.P.C 18.E.V 18.6.T 18._._ 18.K.C 18.E.V 18.6.T 18.R.C 18.E.V 18.6.T	0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	_bɛː⁵+ɡɛ¹rɛ¹	0	427	_ b ɛː ⁵ - + ɡ ɛ ¹ r ɛ ¹
40647	beside, at the side of (sth)	à côté de (qch)	Yorno_So	Yorno So (Yendouma, JH)	[X gènɛ̀]=ǹ	=ǹ	+ n ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	9 4 8	_AT	_N6	24	24._._ 24.N.C 24.6.T	0.0 1.6 1.0	+n¹	0	442	+ n ¹
40648	beside, at the side of (sth)	à côté de (qch)	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	táŋá nɛ, dúú nɛ	táŋá_nɛ	t a ⁵ ŋ a ⁵ _ n ɛ	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	1 7 8 4 7 8 9 4 7	AXTBYT_AX	TA6NA6_NE	19	19.T.C 19.A.V 19.6.T 19.N.C 19.A.V 19.6.T 19._._ 19.N.C 19.E.V	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0	ta⁵ŋa⁵_nɛ	0	439	t a ⁵ ŋ a ⁵ _ n ɛ
40649	beside, at the side of (sth)	à côté de (qch)	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	[X bòmbò] là:	là:	l aː ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	5 7 8	AXT	LA6	6	6.L.C 6.A.V 6.6.T	1.6 3.0 1.0	laː¹	0	430	l aː ¹
40650	beside, at the side of (sth)	à côté de (qch)	Tebul_Ure	Tebul Ure (JH)	[X dùgò] nɛ̀	nɛ̀	n ɛ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	4 7 8	AXT	NE6	16	16.N.C 16.E.V 16.6.T	1.6 3.0 1.0	nɛ¹	0	436	n ɛ ¹
40651	beside, at the side of (sth)	à côté de (qch)	Yanda_Dom	Yanda Dom (Yanda, JH)	[X àrⁿà] nà, [X àrⁿà] bà	nà	n a ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	4 7 8	AXT	NA6	23	23.N.C 23.A.V 23.6.T	1.6 3.0 1.0	na¹	0	436	n a ¹
40652	beside, at the side of (sth)	à côté de (qch)	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	sɔ̀n	sɔ̀n	s ɔ ¹ n	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	3 7 8 4	AXTN	SU6N	12	12.S.C 12.U.V 12.6.T 12.N.c	1.6 3.0 1.0 0.5	sɔ¹n	0	433	s ɔ ¹ n
40653	beside, at the side of (sth)	à côté de (qch)	Tiranige_Boui	Tiranige (Boui, JH)	[X ɛ̀:lɛ́] ŋà, [X jɛ̀lɛ́] ŋà	ŋà	ŋ a ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	4 7 8	AXT	NA6	17	17.N.C 17.A.V 17.6.T	1.6 3.0 1.0	ŋa¹	0	436	ŋ a ¹
40654	beside, at the side of (sth)	à côté de (qch)	Mombo_Songho	Mombo (Songho, KP)	báŋgù:ⁿ	báŋgù:ⁿ	b a ⁵ ŋ ɡ ũː ∼ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	1 7 8 4 1 7 4 8	AXTMBYLT	PA6NKY96	11	11.P.C 11.A.V 11.6.T 11.N.c 11.K.C 11.Y.V 11.9.c 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.1 1.0	ba⁵ŋɡũː∼¹	0	432	b a ⁵ ŋ ɡ ũː ∼ ¹
40655	beside, at the side of (sth)	à côté de (qch)	Ampari_Nando	Ampari (Nando, KP)	X jéŋ gà	X_jéŋ_gà	_ j e ⁵ ŋ _ ɡ a ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	9 6 7 8 4 9 1 7 8	_AXTN_AXT	_JE6N_KA6	1	1._._ 1.J.C 1.E.V 1.6.T 1.N.c 1._._ 1.K.C 1.A.V 1.6.T	0.0 1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	_je⁵ŋ_ɡa¹	0	427	_ j e ⁵ ŋ _ ɡ a ¹ - - -
40656	beside, at the side of (sth)	à côté de (qch)	Bunoge_Boudou	Bunoge (Boudou)	X kúmà	X_kúmà	_ k u ⁵ m a ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	9 1 7 8 4 7 8	_AXTBYT	_KY6MA6	4	4._._ 4.K.C 4.Y.V 4.6.T 4.M.C 4.A.V 4.6.T	0.0 1.6 3.0 1.0 1.3 3.0 1.0	_ku⁵ma¹	0	429	_ k u ⁵ m a ¹
40657	beside, at the side of (sth)	à côté de (qch)	Penange_Pinia	Penange (Pinia)	X pá ŋ̀	X_pá_ŋ̀	_ p a ⁵ _ ŋ ¹	beside	à côté	space.side/proximity	espace.côté/proximité	3352.0	66.0.2.0.3.0	1816	BESIDE	9 1 7 8 9 4 8	_AXT_AT	_PA6_N6	14	14._._ 14.P.C 14.A.V 14.6.T 14._._ 14.N.C 14.6.T	0.0 1.6 3.0 1.0 0.0 1.6 1.0	_pa⁵_ŋ¹	0	435	_ p a ⁵ _ ŋ ¹
#
41979	big, large	gros, grand	Toro_Tegu	Toro Tegu (Toupere, JH)	sɛ́w, ná:	sɛ́w	s ɛ ⁵ w	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	3 7 8 6	AXTN	SE6W	22	22.S.C 22.E.V 22.6.T 22.W.c	1.6 3.0 1.0 0.5	sɛ⁵w	0	462	s ɛ ⁵ w
41980	big, large	gros, grand	Ben_Tey	Ben Tey (Beni, JH)	díyⁿà-w	díyⁿà-w	d i ⁵ j ∼ a ¹ + w	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 4 7 8 9 6	AXTMBYT_A	TI6J9A6_W	3	3.T.C 3.I.V 3.6.T 3.J.c 3.9.C 3.A.V 3.6.T 3._._ 3.W.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	di⁵j∼a¹+w	0	444	d i ⁵ j ∼ a ¹ + w -
41981	big, large	gros, grand	Bankan_Tey	Bankan-Tey (Walo, JH)	díyⁿà-wⁿ	díyⁿà-wⁿ	d i ⁵ j ∼ a ¹ + w̃ ∼	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 4 7 8 9 6 4	AXTMBYT_AN	TI6J9A6_W9	2	2.T.C 2.I.V 2.6.T 2.J.c 2.9.C 2.A.V 2.6.T 2._._ 2.W.C 2.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 0.5	di⁵j∼a¹+w̃∼	0	444	d i ⁵ j ∼ a ¹ + w̃ ∼
41982	big, large	gros, grand	Nanga	Nanga (Anda, JH)	dùgí	dùgí	d u ¹ ɡ i ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 1 7 8	AXTBYT	TY6KI6	13	13.T.C 13.Y.V 13.6.T 13.K.C 13.I.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du¹ɡi⁵	0	443	d u ¹ ɡ i ⁵
41983	big, large	gros, grand	Donno_So	Donno So	pô:	pô:	p oː ⁵¹	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8	AXT	PU3	7	7.P.C 7.U.V 7.3.T	1.6 3.0 1.0	poː⁵¹	0	446	p oː ⁵¹ - -
41984	big, large	gros, grand	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	gàrá	gàrá	ɡ a ¹ r a ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 5 7 8	AXTBYT	KA6RA6	9	9.K.C 9.A.V 9.6.T 9.R.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡa¹ra⁵	0	450	ɡ a ¹ r a ⁵
41985	big, large	gros, grand	Perge_Tegu	Perge Tegu (Pergué, JH)	démbéré	démbéré	d e ⁵ m b e ⁵ r e ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	TE6MPE6RE6	15	15.T.C 15.E.V 15.6.T 15.M.c 15.P.C 15.E.V 15.6.T 15.R.C 15.E.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	de⁵mbe⁵re⁵	0	457	d e ⁵ m b e ⁵ r e ⁵
41986	big, large	gros, grand	Gourou	Gourou (Kiri, JH)	gàrá	gàrá	ɡ a ¹ r a ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 5 7 8	AXTBYT	KA6RA6	8	8.K.C 8.A.V 8.6.T 8.R.C 8.A.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡa¹ra⁵	0	450	ɡ a ¹ r a ⁵
41987	big, large	gros, grand	Jamsay_Mondoro	Jamsay (Mondoro, JH)	gàrá	gàrá	ɡ a ¹ r a ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 5 7 8	AXTBYT	KA6RA6	10	10.K.C 10.A.V 10.6.T 10.R.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡa¹ra⁵	0	450	ɡ a ¹ r a ⁵
41988	big, large	gros, grand	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	káŋ, márⁿá, gàrá	káŋ	k a ⁵ ŋ	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 4	AXTN	KA6N	18	18.K.C 18.A.V 18.6.T 18.N.c	1.6 3.0 1.0 0.5	ka⁵ŋ	0	454	k a ⁵ ŋ - -
41989	big, large	gros, grand	Yorno_So	Yorno So (Yendouma, JH)	dùgú, dɛ̂:, díyɛ̀	dùgú	d u ¹ ɡ u ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 1 7 8	AXTBYT	TY6KY6	24	24.T.C 24.Y.V 24.6.T 24.K.C 24.Y.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du¹ɡu⁵	0	443	d u ¹ ɡ u ⁵
41990	big, large	gros, grand	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	póó, gáá, díɛ́	póó	p oː ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8	AXT	PU6	19	19.P.C 19.U.V 19.6.T	1.6 3.0 1.0	poː⁵	0	446	p oː ⁵ - -
41991	big, large	gros, grand	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	bìnú-ŋ́	bìnú-ŋ́	b i ¹ n u ⁵ + ŋ ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 4 7 8 9 4 8	AXTBYT_AT	PI6NY6_N6	6	6.P.C 6.I.V 6.6.T 6.N.C 6.Y.V 6.6.T 6._._ 6.N.C 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0	bi¹nu⁵+ŋ⁵	0	447	b i ¹ n u ⁵ + ŋ ⁵
41992	big, large	gros, grand	Dogul_Dom_Bendiely_Kundialang	Dogul Dom (Bendiely & Kundialang, BC)	bìnú	bìnú	b i ¹ n u ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 4 7 8	AXTBYT	PI6NY6	5	5.P.C 5.I.V 5.6.T 5.N.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bi¹nu⁵	0	447	b i ¹ n u ⁵ - - -
41993	big, large	gros, grand	Tebul_Ure	Tebul Ure (JH)	dɛ́	dɛ́	d ɛ ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8	AXT	TE6	16	16.T.C 16.E.V 16.6.T	1.6 3.0 1.0	dɛ⁵	0	443	d ɛ ⁵ - - -
41994	big, large	gros, grand	Yanda_Dom	Yanda Dom (Yanda, JH)	dìyá	dìyá	d i ¹ j a ⁵	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 7 8	AXTBYT	TI6JA6	23	23.T.C 23.I.V 23.6.T 23.J.C 23.A.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di¹ja⁵	0	443	d i ¹ j a ⁵
41995	big, large	gros, grand	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	gìndɔ́:	gìndɔ́:	ɡ i ¹ n d ɔ́ː	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 4 1 7	AXTMBZ	KI6NTU	12	12.K.C 12.I.V 12.6.T 12.N.c 12.T.C 12.U.V	1.6 3.0 1.0 1.1 1.3 0.7	ɡi¹ndɔ́ː	0	454	ɡ i ¹ n d ɔ́ː
41996	big, large	gros, grand	Tiranige_Boui	Tiranige (Boui, JH)	báy (house, tree, village), bíní (animal, person, rock)	báy	b a ⁵ j	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6	AXTN	PA6J	17	17.P.C 17.A.V 17.6.T 17.J.c	1.6 3.0 1.0 0.5	ba⁵j	0	446	b a ⁵ j -
41997	big, large	gros, grand	Mombo_Songho	Mombo (Songho, KP)	bâyⁿ	bâyⁿ	b a ⁵¹ j ∼	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 4	AXTLN	PA3J9	11	11.P.C 11.A.V 11.3.T 11.J.c 11.9.c	1.6 3.0 1.0 1.1 0.5	ba⁵¹j∼	0	446	b a ⁵¹ j ∼
41998	big, large	gros, grand	Ampari_Nando	Ampari (Nando, KP)	dògò (dògò gé)	dògò	d o ¹ ɡ o ¹	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 1 7 8	AXTBYT	TU6KU6	1	1.T.C 1.U.V 1.6.T 1.K.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	do¹ɡo¹	0	443	d o ¹ ɡ o ¹
41999	big, large	gros, grand	Bunoge_Boudou	Bunoge (Boudou)	bàyⁿ, bìgì (also 'fat')	bàyⁿ	b a ¹ j ∼	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 4	AXTLN	PA6J9	4	4.P.C 4.A.V 4.6.T 4.J.c 4.9.c	1.6 3.0 1.0 1.1 0.5	ba¹j∼	0	446	b a ¹ j ∼
42000	big, large	gros, grand	Penange_Pinia	Penange (Pinia)	bàyⁿ	bàyⁿ	b a ¹ j ∼	big, large	grand, gros	size.big	taille.gros	3456.0	69.0.1.0.1.0	1202	BIG	1 7 8 6 4	AXTLN	PA6J9	14	14.P.C 14.A.V 14.6.T 14.J.c 14.9.c	1.6 3.0 1.0 1.1 0.5	ba¹j∼	0	446	b a ¹ j ∼
#
601	bird (any)	(tout) oiseau	Toro_Tegu	Toro Tegu (Toupere, JH)	sǎy	sǎy	s a ¹⁵ j	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6	AXTN	SA2J	22	22.S.C 22.A.V 22.2.T 22.J.c	1.6 3.0 1.0 0.5	sa¹⁵j	0	470	s a ¹⁵ j - -
602	bird (any)	(tout) oiseau	Ben_Tey	Ben Tey (Beni, JH)	nì:yⁿî-m	nì:yⁿî-m	n iː ¹ j ∼ i ⁵¹ + m	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	4 7 8 6 4 7 8 9 4	AXTMBYT_A	NI6J9I3_M	3	3.N.C 3.I.V 3.6.T 3.J.c 3.9.C 3.I.V 3.3.T 3._._ 3.M.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	niː¹j∼i⁵¹+m	0	464	n iː ¹ j ∼ i ⁵¹ + m
603	bird (any)	(tout) oiseau	Bankan_Tey	Bankan-Tey (Walo, JH)	nǐ:-m	nǐ:-m	n iː ¹⁵ + m	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	4 7 8 9 4	AXT_A	NI2_M	2	2.N.C 2.I.V 2.2.T 2._._ 2.M.C	1.6 3.0 1.0 0.0 1.6	niː¹⁵+m	0	463	n iː ¹⁵ + m
604	bird (any)	(tout) oiseau	Nanga	Nanga (Anda, JH)	lì:gí	lì:gí	l iː ¹ ɡ i ⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	5 7 8 1 7 8	AXTBYT	LI6KI6	13	13.L.C 13.I.V 13.6.T 13.K.C 13.I.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	liː¹ɡi⁵	0	466	l iː ¹ ɡ i ⁵ - - -
605	bird (any)	(tout) oiseau	Donno_So	Donno So	sàdâ:	sàdâ:	s a ¹ d aː ⁵¹	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 1 7 8	AXTBYT	SA6TA3	7	7.S.C 7.A.V 7.6.T 7.T.C 7.A.V 7.3.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹daː⁵¹	0	468	s a ¹ d aː ⁵¹
606	bird (any)	(tout) oiseau	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sà:j-î:ⁿ, sàjú	sà:j-î:ⁿ	s aː ¹ j + ĩː ∼ ⁵¹	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6 9 7 4 8	AXTN_XLT	SA6J_I93	9	9.S.C 9.A.V 9.6.T 9.J.c 9._._ 9.I.V 9.9.c 9.3.T	1.6 3.0 1.0 0.5 0.0 3.0 1.1 1.0	saː¹j+ĩː∼⁵¹	0	469	s aː ¹ j + ĩː ∼ ⁵¹
607	bird (any)	(tout) oiseau	Perge_Tegu	Perge Tegu (Pergué, JH)	sà-sǎy	sà-sǎy	s a ¹ + s a ¹⁵ j	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 9 3 7 8 6	AXT_AXTN	SA6_SA2J	15	15.S.C 15.A.V 15.6.T 15._._ 15.S.C 15.A.V 15.2.T 15.J.c	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	sa¹+sa¹⁵j	0	475	s a ¹ + s a ¹⁵ j
608	bird (any)	(tout) oiseau	Jamsay_Mondoro	Jamsay (Mondoro, JH)	sàjú	sàjú	s a ¹ j u ⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6 7 8	AXTBYT	SA6JY6	10	10.S.C 10.A.V 10.6.T 10.J.C 10.Y.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹ju⁵	0	470	s a ¹ j u ⁵
609	bird (any)	(tout) oiseau	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	sàjú	sàjú	s a ¹ j u ⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6 7 8	AXTBYT	SA6JY6	18	18.S.C 18.A.V 18.6.T 18.J.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹ju⁵	0	470	s a ¹ j u ⁵
610	bird (any)	(tout) oiseau	Yorno_So	Yorno So (Yendouma, JH)	sì-sǎ:	sì-sǎ:	s i ¹ + s aː ¹⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 9 3 7 8	AXT_AXT	SI6_SA2	24	24.S.C 24.I.V 24.6.T 24._._ 24.S.C 24.A.V 24.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	si¹+saː¹⁵	0	475	s i ¹ + s aː ¹⁵ -
611	bird (any)	(tout) oiseau	Tomo Kan_Segue	Tomo Kan (Segue)	sàjù	sàjù	s a ¹ j u ¹	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6 7 8	AXTBYT	SA6JY6	20	20.S.C 20.A.V 20.6.T 20.J.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹ju¹	0	470	s a ¹ j u ¹
612	bird (any)	(tout) oiseau	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	sàjù	sàjù	s a ¹ j u ¹	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 6 7 8	AXTBYT	SA6JY6	21	21.S.C 21.A.V 21.6.T 21.J.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹ju¹	0	470	s a ¹ j u ¹
614	bird (any)	(tout) oiseau	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	sàdàá	sàdàá	s a ¹ d aː ¹⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	3 7 8 1 7 8	AXTBYT	SA6TA2	19	19.S.C 19.A.V 19.6.T 19.T.C 19.A.V 19.2.T	1.6 3.0 1.0 1.3 3.0 1.0	sa¹daː¹⁵	0	468	s a ¹ d aː ¹⁵
615	bird (any)	(tout) oiseau	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	nègě:g	nègě:g	n e ¹ ɡ eː ¹⁵ ɡ	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	4 7 8 1 7 8 1	AXTBYTN	NE6KE2K	6	6.N.C 6.E.V 6.6.T 6.K.C 6.E.V 6.2.T 6.K.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ne¹ɡeː¹⁵ɡ	0	466	n e ¹ ɡ eː ¹⁵ ɡ - -
616	bird (any)	(tout) oiseau	Dogul_Dom_Bendiely_Kundialang	Dogul Dom (Bendiely & Kundialang, BC)	lègèègú, nègèègú	lègèègú	l e ¹ ɡ eː ¹ ɡ u ⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	5 7 8 1 7 8 1 7 8	AXTBYTBYT	LE6KE6KY6	5	5.L.C 5.E.V 5.6.T 5.K.C 5.E.V 5.6.T 5.K.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	le¹ɡeː¹ɡu⁵	0	466	l e ¹ ɡ eː ¹ ɡ u ⁵
617	bird (any)	(tout) oiseau	Tebul_Ure	Tebul Ure (JH)	àdé	àdé	a ¹ d e ⁵	bird	oiseau	animal.bird	animal.oiseau	47.0	1.0.11.0.1.0	937	BIRD	7 8 1 7 8	XTBYT	A6TE6	16	16.A.V 16.6.T 16.T.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	a¹de⁵	0	468	- a ¹ d e ⁵
