ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	ADD	COMMENT
1632	1632	deaf-mute, deaf person who communicates by gestures	sourd-muet, personne sourde qui communique avec des gestes	deaf, mute	122.0.15.0.1.0	6195.0	17		???		deaf-dumb person	see MUTE PERSON, also deaf
277	277	sew (with needle)	coudre (d'l'aiguille)	sew	16.0.24.0.1.0	1232.0	22	1457	SEW	4		
279	279	macari (black spice made with seeds of roselle)	macari (épice noire d'base de graines de dah)	macari	33.0.3.0.1.0	1954.0	22		???		macari	
282	282	tea	thé	tea	22.0.8.0.1.0	1494.0	22	1373	TEA	2		
287	287	girl	fille	girl	6.0.4.0.3.0	156.0	22	1646	GIRL	2		
288	288	give	donner	give	99.0.1.0.1.0	5013.0	22	1447	GIVE	2		
289	289	face	visage	face	10.0.20.0.1.0	488.0	22	1560	FACE	2		
291	291	kidney	rein	kidney	10.0.7.0.7.0	365.0	21	489	KIDNEY	2		
293	293	sorceror (who goes out at night, sucks blood, etc.)	sorcier (qui sort la nuit, suce le sang, etc.)	sorceror	88.0.1.0.7.0	4362.0	21	823	SORCERER	4		
294	294	toe	orteil	toe	10.0.13.0.7.0	428.0	21	1389	TOE	2		
295	295	where? (location)	où? (position)	where?	104.0.6.0.1.0	5292.0	21	1237	WHERE	4		
302	302	how?	comment?	how?	104.0.9.0.1.0	5297.0	21	1239	HOW	2		
306	306	chin	menton	chin	10.0.20.0.11.0	498.0	21	1510	CHIN	2		
1714	1714	air (e.g. in tire)	air (dans un pneu, etc.)	air, atmosphere	60.0.6.0.11.0	3128.0	17	960	WIND	4		same concept
308	308	spleen	rate	spleen	10.0.7.0.5.0	363.0	21	1744	SPLEEN	2		
310	310	hoof	sabot	hoof	13.0.4.0.8.0	769.0	21	152	HOOF	2		
311	311	take a stroll, walk around	faire une promenade	stroll, walk	146.0.29.0.1.0	7188.0	21		???		stroll, wander	
312	312	(hen) brood (sit on eggs)	(poule) couver	brood	5.0.5.0.1.0	145.0	21	2075	BROOD (VERB)	4		
313	313	be or do for a long time	durer, ê. ou faire pendant longtemps	long time	71.0.9.0.1.0	3653.0	21	1579		4	sustain	
315	315	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	youg emballé en tissu autour du cou de l'âne, attaché par une corde aux deux perches de la charrette	yoke	3.0.2.0.5.0	100.0	21		YOKE			
316	316	look at	regarder (qch)	look	119.0.2.0.1.0	5969.0	21	1819	LOOK	2		
317	317	cause (sb) to sit, have (sb) sit, seat (sb)	faire asseoir (qn)	sit, seat (verb)	12.0.1.0.8.0	697.0	21	1476	CHAIR	4		
317	317	cause (sb) to sit, have (sb) sit, seat (sb)	faire asseoir (qn)	sit, seat (verb)	12.0.1.0.8.0	697.0	21	2878	SEAT (SOMEBODY)	4		
320	320	knife	couteau	knife	145.0.1.0.1.0	6991.0	21	1352	KNIFE	2		
321	321	intestines (big and small)	intestin (gros et grêle)	intestine	10.0.7.0.10.0	368.0	21	1334	GUTS	4		
322	322	throat (interior)	gorge (intérieure)	throat	10.0.23.0.2.0	528.0	21	1346	THROAT	4		
323	323	cemetery	cimetière	cemetery	9.0.7.0.1.0	261.0	21		???		cemetery	
12	12	(single) grain, seed, nut	graine (individuelle), noix	grain, seed, nut	15.0.10.0.1.0	941.0	25	714	SEED 	4		same concept
325	325	year	année	year	71.0.3.0.1.0	3620.0	21	1226	YEAR	2		
326	326	rainy season, wet season (June-September)	hivernage, saison pluvieuse (juin-septembre)	rainy season, wet season	75.0.1.0.1.0	3773.0	21	453	RAINY SEASON	4		
327	327	village, town, settlement	village, ville	village	52.0.1.0.1.0	2725.0	21	1391	TOWN	4		
329	329	pig	cochon	pig	1.0.12.0.1.0	49.0	21	1337	PIG	2		
17	17	smoke	fumée	smoke	35.0.11.0.1.0	2050.0	25	778	SMOKE	2		noun
330	330	greet (sb)	saluer (qn)	greet	105.0.1.0.2.0	5302.0	21		???		greet	
19	19	drink (sth)	boire (qch)	drink	21.0.1.0.1.0	1436.0	25	1401	DRINK	4		verb
336	336	bad, no good	mauvais	bad	169.0.7.0.1.0	7969.0	21	1292	BAD	4		
337	337	first (adj)	premier	first	110.0.1.0.1.0	5415.0	21	728	FIRST	4		
22	22	child	enfant	child	6.0.4.0.1.0	154.0	25	2099	CHILD	2		can also mean fruit
338	338	lay (egg)	pondre (œuf)	lay egg	5.0.4.0.1.0	143.0	21	2071	LAY (VERB)	4		
339	339	country, land	pays, terre	country, land	57.0.1.0.1.0	2952.0	21	1300	COUNTRY	2		
340	340	froth, foam (on tea)	écume, mousse (sur le thé)	froth, foam	47.0.5.0.1.0	2574.0	21	1768	FOAM	4		
343	343	fear (noun)	peur	fear	117.0.10.0.2.0	5815.0	21	781	FEAR (FRIGHT)	3		
30	30	milk	lait	milk	23.0.1.0.1.0	1496.0	24	635	MILK	2		noun
344	344	only	seulement	only	177.0.7.0.1.0	8219.0	21	1580	ONLY	2		
347	347	hot (object, water)	chaud (objet, eau, etc.)	hot	173.0.2.0.1.0	8107.0	21	1286	HOT	4		
352	352	bring	apporter, amener	bring	147.0.1.0.1.0	7243.0	21	692	BRING	2		
354	354	blink (one's eyes)	cligner, clignoter (l'œil)	blink	11.0.5.0.1.0	583.0	21	1655	BLINK	4		
355	355	herder, shepherd	berger	herder, shepherd	2.0.1.0.1.0	50.0	21	2544	SHEPHERD	4		
356	356	fodder (grass or greens, for livestock)	fourrage (de l'herbe ou autre végétation, pour le bétail)	fodder	15.0.7.0.15.0	914.0	21		???		fodder	
357	357	bladder	vessie	bladder	10.0.7.0.9.0	367.0	21	1746	BLADDER	2		
358	358	Fulbe person	(un) peul	fulbe	81.0.11.0.1.0	4083.0	21		???		Fula person	
360	360	heel	talon	heel	10.0.12.0.8.0	418.0	21	980	HEEL	2		
361	361	the bush, outback (away from settlements)	la brousse (hors des villages)	outback, bush	52.0.3.0.1.0	2733.0	21	1683		3	wilderness	
363	363	tomorrow	demain	tomorrow	72.0.5.0.1.0	3683.0	21	1329	TOMORROW	2		
365	365	bury (sb)	enterrer (qn)	bury	9.0.4.0.1.0	256.0	21	1719	BURY	4		
366	366	shroud (in white cotton cloth, for wrapping a corpse)	linceul (en tissue blanc de coton, d'emballer un cadavre)	shroud	9.0.5.0.1.0	259.0	21		???		shroud	
367	367	divide, share (sth)	diviser, partager (qch)	divide, share	99.0.2.0.1.0	5019.0	21	884	SHARE	4		
368	368	cowry shells (used as ornament, tossed by fortune-tellers, and formerly used as currency)	cauris (utilisés comme ornement, jetés par les devins, et utilisés jadis comme devise)	cowry	13.0.10.0.3.0	788.0	21		???		cowry	
369	369	fist	poing	fist	10.0.11.0.6.0	404.0	21	1473	FIST	2		
370	370	west	ouest	west	61.0.1.0.2.0	3143.0	21	1817	WEST	2		
373	373	bell (e.g. for cow)	cloche (de vache etc.)	bell	93.0.9.0.1.0	4571.0	21	2246	BELL	4		
374	374	life	vie	life	9.0.18.0.4.0	302.0	21	210	LIFE	2		
375	375	which?	quel?	which?	104.0.5.0.1.0	5291.0	21	727	WHICH	2		
376	376	granary	grenier	granary	55.0.1.0.1.0	2913.0	21		???		granary	
377	377	green	vert	green	160.0.5.0.1.0	7599.0	21	1425	GREEN	2		
379	379	slave	esclave	slave	85.0.5.0.1.0	4183.0	21	812	SLAVE	2		
380	380	star	étoile	star	59.0.3.0.1.0	3063.0	21	1430	STAR	2		
61	61	back (body)	dos	back	10.0.4.0.8.0	325.0	24	1291	BACK	4		see also HIP
382	382	mud brick	brique de banco	brick	54.0.5.0.1.0	2787.0	21		BRICK			
386	386	give a drink to (sb), have (sb, animals) drink	faire boire (qn), faire abreuver (bétail)	give drink	21.0.1.0.2.0	1437.0	21	773		4	water v.	
387	387	weaver	tisserand	weaver	17.0.8.0.1.0	1273.0	21		???		weaver	
391	391	small, little	petit	small, little	69.0.3.0.1.0	3476.0	21	1246	SMALL	2		
392	392	seven	sept	7.0	109.0.2.0.6.0	5384.0	21	1704	SEVEN	2		
393	393	blacksmith, member of blacksmith caste	forgeron, membre de la caste des forgerons	blacksmith	82.0.1.0.1.0	4097.0	21	1001	BLACKSMITH	4		
395	395	short	court	short	69.0.8.0.1.0	3520.0	21	1645	SHORT	2		
396	396	hear (sound, voice)	entendre (bruit, voix)	hear	122.0.1.0.1.0	6074.0	21	1408	HEAR	4		
398	398	begin, start (sth)	commencer (qch)	begin, start	77.0.1.0.2.0	3806.0	21	1806	BEGIN	4		
399	399	sweet, sugary (taste)	(goût) doux, sucré	sweet	124.0.2.0.1.0	6264.0	21	717	SWEET	4		
401	401	time, moment in time	temps, moment	time, moment	71.0.15.0.1.0	3670.0	21	892	TIME	4		
402	402	rope, cord	corde	rope	125.0.8.0.1.0	6360.0	21	1218	ROPE	2		
403	403	go down	descendre	go down	61.0.7.0.2.0	3177.0	21	2014	GO DOWN (DESCEND)	2		
405	405	go up, rise	monter	go up, rise	61.0.6.0.5.0	3165.0	21	705	GO UP (ASCEND)	4		
406	406	sing (verb only)	chanter (verbe seulement)	sing	92.0.8.0.2.0	4528.0	21	1261	SING	3		
407	407	eight	huit	8.0	109.0.2.0.7.0	5385.0	21	1705	EIGHT	2		
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	2526	POWER	4		
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	1637	AUTHORITY	4		
412	412	ten	dix	10.0	109.0.3.0.1.0	5387.0	21	1515	TEN	2		
416	416	go to sleep, fall asleep, sleep	dormir, s'endormir	sleep	142.0.1.0.1.0	6920.0	21	1106	FALL ASLEEP	4		
418	418	udder	pis	udder	13.0.1.0.2.0	747.0	21	154	UDDER	2		
419	419	brain (tissue)	cervelle	brain	10.0.2.0.8.0	316.0	21	1583	BRAIN	4		
421	421	sky	ciel	sky	60.0.8.0.1.0	3133.0	21	1732	SKY	2		
424	424	my friend	mon ami	friend	79.0.2.0.1.0	3982.0	21		FRIEND			
425	425	disease, sickness, illness (general term)	maladie (mot général)	disease, sickness, illness	98.0.1.0.1.0	4819.0	21	1986	DISEASE	4		
426	426	earring	boucle d'oreille	earring	20.0.13.0.1.0	1404.0	21	770	EARRING	2		
427	427	four	quatre	4.0	109.0.2.0.3.0	5381.0	21	1500	FOUR	2		
431	431	cultivated sesame (Sesamum indicum)	sésame cultivé (Sesamum indicum)	sesame	36.0.7.0.1.0	2148.0	21		???		sesame	
432	432	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21	2109	FEAR OR FRIGHTEN	4		
433	433	mat	natte	mat	56.0.1.0.1.0	2938.0	21	195	MAT	2		
437	437	carry (sth, on one's head)	porter (qch, d'la tête)	carry on head	148.0.1.0.1.0	7258.0	21	700	CARRY	4		
437	437	carry (sth, on one's head)	porter (qch, d'la tête)	carry on head	148.0.1.0.1.0	7258.0	21	465	CARRY ON BACK	4		
437	437	carry (sth, on one's head)	porter (qch, d'la tête)	carry on head	148.0.1.0.1.0	7258.0	21	412	CARRY IN HAND	4		
439	439	God, Allah	Dieu, Allah	god	87.0.12.0.1.0	4327.0	21	1944	GOD	4		
440	440	female	femelle	female	6.0.9.0.1.0	172.0	21	1551	FEMALE	2		
441	441	gravel	gravier	gravel	48.0.3.0.1.0	2624.0	21		???		gravel	
106	106	turban	turban	turban	16.0.17.0.1.0	1191.0	23	331	HEADDRESS	4		specific for males
442	442	war, combat	guerre, combat	war	94.0.2.0.1.0	4587.0	21	935	WAR	4		
443	443	mango	mangue	mango	36.0.1.0.5.0	2063.0	21	2398	MANGO	2		
445	445	shard from broken earthenware waterjar	morceau cassé (tesson) de canari	shard	39.0.6.0.1.0	2423.0	21		???		shard	
446	446	east	est	east	61.0.1.0.1.0	3142.0	21	1877	EAST	2		
447	447	totem, totemic animal (associated with a clan)	totem (associé d'une fraction)	totem	89.0.3.0.3.0	4418.0	21		???		totem, shrine	
448	448	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	83.0.2.0.1.0	4120.0	21	791	STRANGER	4		
449	449	grass, herbs	herbe, plantes herbacées	grass	2.0.4.0.1.0	62.0	21	606	GRASS	4		
116	116	jaw (lower)	mâchoire (inférieure)	jaw	10.0.6.0.10.0	352.0	23	798	JAW	4		(versus cheek = upper)
449	449	grass, herbs	herbe, plantes herbacées	grass	2.0.4.0.1.0	62.0	21	2542	HERB	4		
451	451	rain fall	pleuvoir, pluie tomber	rain fall	60.0.1.0.2.0	3093.0	21		RAIN (PRECIPITATION)			
454	454	feed, nourish, give meals to	nourrir, donner d'manger à	feed	25.0.4.0.1.0	1564.0	21	739	FEED	4		
455	455	nine	neuf (numéro)	9.0	109.0.2.0.8.0	5386.0	21	1483	NINE	2		
123	123	hip	hanche (au flanc)	hip	10.0.5.0.6.0	340.0	23	1745	HIP	2		see above re BACK
458	458	black spice for cream of millet (Xylopia aethiopica, "Negro pepper" or "grains of Selim")	épice noire pour la crème de mil (Xylopia aethiopica)	spice	33.0.2.0.1.0	1952.0	21		PEPPER			
459	459	song	chanson	song	92.0.8.0.3.0	4529.0	21	1096	SONG	2		
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	2159	GROUND	4		
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	626	LAND	4		
463	463	earth (as brick mix or to repair walls)	banco, terre (pour faire des briques ou pour crépir les murs)	soil, earth	48.0.4.0.2.0	2628.0	21	2158	EARTH (WET SUBSTANCE)	4		
464	464	carve (wood)	tailler (bois)	carve	137.0.2.0.2.0	6755.0	21	228	CARVE	4		
466	466	last year	l'année passée	last year	72.0.8.0.1.0	3694.0	21	514	LAST YEAR	2		
135	135	skin and butcher (carcass of slaughtered animal)	dépouiller (carcasse d'animal égorgé)	butcher, skin	2.0.11.0.2.0	92.0	23		PULL OFF (SKIN)			skin v.
137	137	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	draw milk	23.0.2.0.1.0	1503.0	23	93	DRAW MILK	3		milk v.
138	138	flower (of tree or herb)	fleur (d'arbre ou de plante herbacée)	flower	15.0.14.0.1.0	969.0	23	239	FLOWER	4		also BUD
467	467	(not) yet	(pas) encore	yet	71.0.11.0.2.0	3661.0	21	2577	YET	2		
470	470	tree or large woody shrub	arbre ou gros arbuste ligneux	tree, shrub	49.0.2.0.1.0	2660.0	21	906	TREE	4		
473	473	beat (with stick)	battre (avec un bois)	hit, beat	136.0.1.0.2.0	6706.0	20	2133	STRIKE OR BEAT	4		
475	475	market	marché	market	113.0.1.0.1.0	5561.0	20	633	MARKET	2		
476	476	mud	boue	mud	48.0.5.0.1.0	2635.0	20	640	MUD	2		
477	477	spices (collective)	épices (collectif)	spice	33.0.1.0.1.0	1951.0	20		???		spice	
478	478	well (for drawing water)	puits	well	53.0.1.0.1.0	2737.0	20	2144	SPRING OR WELL	4		
479	479	roof	toit	roof	54.0.18.0.1.0	2862.0	20	769	ROOF	2		
481	481	(woman's) co-wife	co-épouse (d'une femme)	co-wife	78.0.17.0.1.0	3921.0	20		???		co-wife	
482	482	scoop up (water) in the cupped palm of one's hand	puiser (eau) dans la paume de la main en coupe	scoop	47.0.11.0.2.0	2606.0	20		LADLE		scoop	
483	483	left (hand, etc.)	(main etc.) gauche	left	61.0.4.0.2.0	3156.0	20	244	LEFT	4		
484	484	fat (corpulent)	gros (corpulent)	fat	69.0.11.0.1.0	3544.0	20	1279	FAT (OBESE)	4		
159	159	strike (match, flint lighter)	allumer (allumette, briquet d'silex)	strike (match)	35.0.6.0.1.0	2036.0	23	353	STRIKE	4		see LIGHT (IGNITE)
487	487	look for, seek	chercher	seek, look for, search	121.0.2.0.1.0	6052.0	20	1468	LOOK FOR	4		
488	488	raw, uncooked (meat)	(viande) cru, non cuit	raw, uncooked	31.0.5.0.5.0	1905.0	20	1959	RAW	4		
492	492	joint	articulation	joint	10.0.10.0.12.0	398.0	20	999	JOINT	2		
493	493	jump (verb only)	sauter (verbe seulement)	jump	146.0.34.0.2.0	7234.0	20	1829	JUMP	3		
494	494	hand	main	hand	10.0.11.0.1.0	399.0	20	1277	HAND	2		
495	495	medical treatment, medical care	soin médical	treatment, care	98.0.28.0.4.0	4981.0	20		???		heal	
496	496	find (a situation)	trouver (une situation)	find, encounter	121.0.4.0.6.0	6065.0	20	719	FIND	4		
497	497	blow one's nose	se moucher	blow nose	11.0.2.0.4.0	567.0	20		???		blow nose	
498	498	roast (meat) directly on fire	griller (viande) directement sur le feu	roast	32.0.4.0.1.0	1924.0	20		ROAST OR FRY			
500	500	what?	quoi?	what?	104.0.2.0.1.0	5288.0	20	1236	WHAT	2		
502	502	cut (small wound)	plaie	cut	98.0.4.0.1.0	4835.0	20	1432		4	CUT noun	
507	507	wash (clothing)	laver (vêtement)	wash	158.0.2.0.1.0	7541.0	20	1453		4	WASH clothing	
510	510	now	maintenant	now	72.0.1.0.1.0	3675.0	20	1376	NOW	2		
513	513	(sb) become lost, go astray, lose one's way	(qn) s'égarer, perdre son chemin	lose	121.0.1.0.1.0	6048.0	20		GET LOST			
514	514	pocket	poche	pocket	16.0.12.0.1.0	1119.0	20	1851	POCKET	2		
515	515	weariness, fatigue, physical discomfort	fatigue, souffrance physique	fatigue, tired, suffering	98.0.2.0.1.0	4826.0	20	1140	FATIGUE	4		
188	188	work in the fields, do farm work (with hoe or plow)	cultiver, travailler aux champs (avec daba ou avec charrue)	farming	37.0.2.0.1.0	2158.0	22	1921	PLOUGH	4		verb
516	516	sugar	sucre	sugar	33.0.10.0.1.0	1984.0	20	862	SUGAR	2		
517	517	undo (braids)	défaire (tresses)	undo	19.0.2.0.1.0	1324.0	20		???		unravel	
520	520	truth	vérité	truth	103.0.1.0.1.0	5255.0	20	1638	TRUTH	2		
521	521	finish (sth)	terminer (qch)	finish	77.0.4.0.1.0	3815.0	20	2115	CEASE OR FINISH	4		
522	522	yellow	jaune	yellow	160.0.6.0.5.0	7606.0	20	1424	YELLOW	2		
525	525	be thirsty	avoir soif	be thirsty	21.0.4.0.2.0	1443.0	20	847	THIRSTY	4		
528	528	food, sustenance	nourriture	food	26.0.1.0.3.0	1608.0	20	256	FOOD	4		
531	531	(sb) dress, put clothes on (sb)	(qn) habiller (qn)	dress	16.0.21.0.2.0	1219.0	20	474	DRESS	4		
532	532	Dogon (person)	dogon (personne)	dogon	81.0.6.0.1.0	4062.0	20		???		Dogon person	
533	533	remember	se rappeler, se souvenir	remember	116.0.5.0.1.0	5703.0	20	707	REMEMBER	2		
534	534	hold, hold on to	tenir	hold	127.0.1.0.1.0	6398.0	20	1448	HOLD	4		
534	534	hold, hold on to	tenir	hold	127.0.1.0.1.0	6398.0	20	2104	HOLD OR TAKE	4		
536	536	call (sb, to come), summon, convoke (sb)	appeler (qn, d'venir), convoquer (qn)	call, summon, convoke	102.0.13.0.1.0	5175.0	20	1446	CALL	3		
537	537	hide, conceal (sth)	cacher (qch)	hide	120.0.1.0.2.0	6033.0	20	602	HIDE (CONCEAL)	4		
539	539	taste (a food, etc.)	goûter, goûter d'(un aliment, etc.)	taste	124.0.1.0.1.0	6259.0	20	21	TASTE (SOMETHING)	4		
540	540	wood	bois	wood, firewood	49.0.1.0.1.0	2656.0	20	1803	WOOD	2		
541	541	iron, steel, metal	fer, acier, métal	iron	50.0.1.0.1.0	2691.0	20	2244	METAL	4		
541	541	iron, steel, metal	fer, acier, métal	iron	50.0.1.0.1.0	2691.0	20	2343	STEEL	4		
543	543	attach (belt)	attacher (ceinture)	attach, gird	16.0.10.0.1.0	1097.0	20		???		attach	
546	546	steam (couscous), cook with steam	cuire d'la vapeur (couscous)	steam	32.0.2.0.9.0	1919.0	20	2067	STEAM (VERB)	4		
547	547	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	leave, abandon	146.0.4.0.1.0	7043.0	20	1097	ABANDON	4		
552	552	vein, blood vessel	veine, vaisseau sanguin	vein	10.0.8.0.3.0	375.0	20	1924	VEIN	4		
553	553	remain, stay	rester	remain, stay	64.0.9.0.1.0	3307.0	20	987	REMAIN	2		
555	555	lash, whip (sb, with a branch or a strap)	fouetter, chicoter (qn, avec une branche ou une sangle)	lash, whip	136.0.10.0.1.0	6745.0	20	2973	STRAP	3		
556	556	like, similar to	comme, pareil à	like, similar	176.0.1.0.1.0	8189.0	20	1558	SIMILAR	4		
559	559	second (ordinal)	deuxième	2nd	110.0.2.0.1.0	5416.0	20	1384	SECOND	4		
562	562	heavy wooden ladder for roof (carved from one trunk)	lourde échelle pour le toit (taillé d'un seul tronc d'arbre)	ladder	54.0.14.0.1.0	2841.0	20		LADDER			
563	563	jostle, bump into the side of (sb)	bousculer, cogner le flanc de (qn) (qn)	bump, jostle	136.0.2.0.3.0	6719.0	20		???		bump	
564	564	bit (mouthpiece for horse etc.)	mors (de cheval etc.)	bit	4.0.6.0.1.0	117.0	20	2741	BIT (CLASSIFIER)	4		
565	565	brush one's teeth (with chewstick or toothbrush)	brosser les dents (avec cure-dents en bois ou avec la brosse d'dents)	pick teeth	19.0.5.0.3.0	1329.0	20	2579	TOOTHBRUSH	4		
566	566	jail, prison	prison, cachot	jail, prison	97.0.11.0.1.0	4812.0	20	1281	PRISON	4		
568	568	next year	l'année prochaine	next year	72.0.8.0.2.0	3695.0	20	515	NEXT YEAR	2		
572	572	ring (on finger)	bague, anneau (de doigt)	ring	20.0.15.0.1.0	1418.0	20	1374	RING	4	noun	
263	263	hunt (noun)	chasse (fait de faire la)	hunt	27.0.1.0.3.0	1719.0	22	1435		4		noun
573	573	carry (child) on one's back	porter (enfant) au dos	carry on back	148.0.3.0.1.0	7270.0	20		CARRY PERSON ON BACK			
575	575	cassava	manioc	cassava	36.0.6.0.1.0	2135.0	20	925	CASSAVA	2		
269	269	cheek	joue	cheek	10.0.20.0.9.0	496.0	22	1730	CHEEK	2		see above re jaw
578	578	go out, exit	sortir	exit, go out	146.0.9.0.1.0	7067.0	20	1107	GO OUT	4		
582	582	insult (verb only)	insulter (verbe seulement)	insult	102.0.15.0.3.0	5195.0	20		???		insult	
585	585	between ... and ...	entre ... et ...	between	63.0.2.0.1.0	3217.0	20		BETWEEN			
586	586	yesterday	hier	yesterday	72.0.3.0.1.0	3680.0	20	1174	YESTERDAY	2		
589	589	dew	rosée	dew	60.0.11.0.1.0	3139.0	20	1977	DEW	2		
590	590	saliva	salive	saliva	10.0.24.0.7.0	540.0	20	1503	SALIVA	2		
591	591	(sth) be bent, be tilted (not straight)	(qch) se pencher, s'incliner, ê. tordu (pas droit)	tilt	12.0.7.0.4.0	727.0	20		CROOKED			
595	595	death	(la) mort	death	9.0.1.0.2.0	239.0	20	910	DEATH	2		
598	598	sweep (ground, courtyard)	balayer (sol, cour)	sweep	134.0.1.0.1.0	6650.0	20	230	SWEEP	4		
292	292	trap	piège	trap	27.0.6.0.1.0	1734.0	21	1075	TRAP (PITFALL)	2		noun
600	600	tie, tie up (sth or sb, with a rope)	attacher (qch ou qn, avec corde)	tie, attach	125.0.6.0.1.0	6345.0	20	2891	TIE UP (TETHER)	4		
601	601	I don't have, I lack	je n'ai pas	lack, not have	101.0.8.0.1.0	5087.0	20		LACK (NOT HAVE)			
602	602	world (of the living)	monde (des vivants)	world	87.0.14.0.4.0	4350.0	20	965	WORLD	4		
603	603	hang (sth) up on a hook or nail	suspendre (qch) en l'accrochant sur un hameçon ou une pointe	hang up, hook	125.0.5.0.1.0	6339.0	20	72	HANG UP	4		
305	305	light a fire, set a fire	allumer un feu	ignite, light (fire)	35.0.7.0.1.0	2037.0	21		LIGHT (IGNITE)			see above re strike
604	604	defecate (verb only)	déféquer (verbe seulement)	defecate, shit	11.0.20.0.4.0	668.0	20	676	SHIT (DEFECATE)	3		
307	307	genie, spirit (when seen, an apparition of one's approaching death)	djinn, diable (si on le voit, signe de la mort qui s'approache)	genie, spirit	87.0.13.0.1.0	4338.0	21	53	SPIRIT	4		separate concepts
609	609	why?	pourquoi?	why?	104.0.3.0.1.0	5289.0	20	1270	WHY	2		
612	612	lock (e.g. a door)	boucler, fermer d'clé (une porte, etc.)	lock	68.0.4.0.1.0	3446.0	20	1596	LOCK	4		
613	613	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	tired, weary, suffer	98.0.2.0.2.0	4827.0	20	1783	PAIN	4		
613	613	be tired, weary, suffering (physically)	ê. fatigué, souffrir (physiquement)	tired, weary, suffer	98.0.2.0.2.0	4827.0	20	1757	TIRED	4		
615	615	under (sth)	sous, au-dessous de (qch)	under	66.0.6.0.3.0	3377.0	20	415	CARRY UNDER ARM	4		
616	616	soap	savon	soap	159.0.6.0.1.0	7568.0	20	788	SOAP	2		
618	618	fresh (produce)	(fruits, légumes) frais	fresh, green	31.0.2.0.1.0	1890.0	20	243	FRESH	4		
620	620	chest (body)	poitrine	chest	10.0.4.0.5.0	322.0	20	1592	CHEST	4		
621	621	gear, equipment	matériel, équipement	gear, equipment	101.0.1.0.1.0	5068.0	20		TOOLs			
626	626	quick, rapid, fast (adjective)	rapide	fast, rapid, quick	172.0.1.0.1.0	8073.0	20	1631	FAST	3		
627	627	tin can	boîte de conserve	can	45.0.2.0.1.0	2519.0	20		TIN (CAN)			
628	628	(doctor, healer) treat (sick person)	(docteur, guérisseur) soigner (un malade)	treat	98.0.28.0.2.0	4979.0	20	499	CURE	4		
631	631	shave (sb, sth)	raser (qn, qch)	shave	137.0.8.0.1.0	6785.0	20	231	SHAVE	4		
327	327	village, town, settlement	village, ville	village	52.0.1.0.1.0	2725.0	21	930	VILLAGE	4		separate concepts
633	633	in front of (sth)	devant (qch)	front	66.0.3.0.2.0	3358.0	20	1883	IN FRONT OF	4		
634	634	squash	courge	squash	36.0.8.0.6.0	2155.0	20	864	PUMPKIN	4		
635	635	pay, repay (sb)	payer, rembourser (qn)	pay	114.0.6.0.4.0	5650.0	20	1122	WAGES	4		
636	636	listen to (sth, sb)	écouter (qn, qch)	listen	122.0.1.0.3.0	6076.0	20		LISTEN			
637	637	small piece (of meat)	petit morceau (de viande)	piece (meat)	14.0.3.0.1.0	838.0	20		PIECE			
639	639	(sb) sweat, perspire	(qn) suer	sweat	11.0.22.0.2.0	677.0	20	2458	PERSPIRE OR SWEAT	4		
641	641	who?	qui?	who?	104.0.1.0.1.0	5287.0	20	1235	WHO	2		
642	642	work (noun), productive activity	travail, activité productive	work	152.0.2.0.3.0	7440.0	20	984	WORK (LABOUR)	3		
646	646	push	pousser	push	131.0.1.0.1.0	6542.0	20	1452	PUSH	2		
647	647	puncture (sth), put a hole in	trouer (qch)	puncture, hole	70.0.3.0.2.0	3600.0	20		PIERCE			
648	648	twin (person)	jumeau (personne)	twin	78.0.13.0.1.0	3905.0	20		TWINS			
650	650	spacious, roomy (in two dimensions)	large, spacieux (en deux dimensions)	spacious, roomy	67.0.3.0.1.0	3401.0	20		WIDE			
652	652	courtyard (enclosed by walls)	cour (entourée de murs)	courtyard	54.0.15.0.1.0	2843.0	20	4	COURTYARD	4		
653	653	get, obtain	obtenir	get, obtain	100.0.2.0.1.0	5026.0	20	694	GET	2		
654	654	hundred	cent	hundred	109.0.5.0.1.0	5404.0	20	1634	HUNDRED	2		
655	655	warm oneself up at a fire	se réchauffer au feu	warm	35.0.13.0.1.0	2053.0	20		WARM UP			
657	657	touch (with hand)	toucher (avec la main)	touch	132.0.1.0.1.0	6580.0	20	1892	TOUCH	4		
659	659	receive, accept, take (sth given)	recevoir, accepter, prendre (chose donnée)	receive, take, accept	100.0.5.0.1.0	5061.0	20	1749		4	receive	
